.699635339 seconds | CompleteTranslationUnit;
.000450999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::binary, apache::thrift::type_class::integral>, std::__1::map<std::__1::basic_string<char>, signed char, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<const std::__1::basic_string<char>, signed char> > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000378999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::string>, std::__1::set<std::__1::basic_string<char>, std::__1::less<std::__1::basic_string<char> >, std::__1::allocator<std::__1::basic_string<char> > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000429000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<signed char, std::__1::basic_string<char>, std::__1::less<signed char>, std::__1::allocator<std::__1::pair<const signed char, std::__1::basic_string<char> > > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000110000 seconds | std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >::clear;
.000089000 seconds | std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >::clear;
.000084000 seconds | std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >::clear;
.001079999 seconds | std::__1::swap<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >;
.001034999 seconds | std::__1::swap<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >;
.000966999 seconds | std::__1::swap<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >;
.000160000 seconds | std::__1::swap<cpp2::Struct3::__isset>;
.000689999 seconds | std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >::operator=;
.000655001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::read<apache::thrift::BinaryProtocolReader>;
.000155000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::consume_elem<apache::thrift::BinaryProtocolReader>;
.019758000 seconds | std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >::operator[];
.000080000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct1, void>::read<apache::thrift::BinaryProtocolReader>;
.001435004 seconds | apache::thrift::deserialize_known_length_map<float, cpp2::Struct1, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.001956999 seconds | std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > >;
.000132000 seconds | std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > >::vector;
.000053000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::read(apache::thrift::BinaryProtocolReader &, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > > &)::(anonymous class)::operator()<float>;
.000163999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.002365999 seconds | std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > >::vector;
.007304999 seconds | std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > >::reserve;
.001463000 seconds | std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > >::emplace_back<>;
.000372001 seconds | apache::thrift::move_ordered_map_vec<std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, std::__1::vector<std::__1::pair<float, cpp2::Struct1>, std::__1::allocator<std::__1::pair<float, cpp2::Struct1> > > &>;
.001511999 seconds | std::__1::pair<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<float, cpp2::Struct1>, std::__1::__tree_node<std::__1::__value_type<float, cpp2::Struct1>, void *> *, long> >, bool>;
.006826999 seconds | std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >::emplace<std::__1::pair<float, cpp2::Struct1> >;
.000717999 seconds | std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >::operator=;
.000636001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::read<apache::thrift::BinaryProtocolReader>;
.000575002 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::consume_elem<apache::thrift::BinaryProtocolReader>;
.000056999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::read<apache::thrift::BinaryProtocolReader>;
.019951999 seconds | std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >::operator[];
.001169003 seconds | apache::thrift::deserialize_known_length_map<cpp2::Struct2, long long, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.001959000 seconds | std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > >;
.000163999 seconds | std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > >::vector;
.000075999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::read(apache::thrift::BinaryProtocolReader &, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > > &)::(anonymous class)::operator()<cpp2::Struct2>;
.000562999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.002253999 seconds | std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > >::vector;
.007111000 seconds | std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > >::reserve;
.001457000 seconds | std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > >::emplace_back<>;
.000348002 seconds | apache::thrift::move_ordered_map_vec<std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, std::__1::vector<std::__1::pair<cpp2::Struct2, long long>, std::__1::allocator<std::__1::pair<cpp2::Struct2, long long> > > &>;
.001462999 seconds | std::__1::pair<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<cpp2::Struct2, long long>, std::__1::__tree_node<std::__1::__value_type<cpp2::Struct2, long long>, void *> *, long> >, bool>;
.006906999 seconds | std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >::emplace<std::__1::pair<cpp2::Struct2, long long> >;
.000737000 seconds | std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >::operator=;
.000571999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::read<apache::thrift::BinaryProtocolReader>;
.000150000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::consume_elem<apache::thrift::BinaryProtocolReader>;
.019637000 seconds | std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >::operator[];
.001172003 seconds | apache::thrift::deserialize_known_length_map<int, std::__1::basic_string<char>, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.001947000 seconds | std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > >;
.000132999 seconds | std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > >::vector;
.000059000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::read(apache::thrift::BinaryProtocolReader &, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > > &)::(anonymous class)::operator()<int>;
.000164999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.002372000 seconds | std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > >::vector;
.007022000 seconds | std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > >::reserve;
.001421999 seconds | std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > >::emplace_back<>;
.000352001 seconds | apache::thrift::move_ordered_map_vec<std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, std::__1::vector<std::__1::pair<int, std::__1::basic_string<char> >, std::__1::allocator<std::__1::pair<int, std::__1::basic_string<char> > > > &>;
.001465999 seconds | std::__1::pair<std::__1::__map_iterator<std::__1::__tree_iterator<std::__1::__value_type<int, std::__1::basic_string<char> >, std::__1::__tree_node<std::__1::__value_type<int, std::__1::basic_string<char> >, void *> *, long> >, bool>;
.006732000 seconds | std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >::emplace<std::__1::pair<int, std::__1::basic_string<char> > >;
.000599001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::write<apache::thrift::BinaryProtocolWriter>;
.000055999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct1, void>::write<apache::thrift::BinaryProtocolWriter>;
.000564000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::write<apache::thrift::BinaryProtocolWriter>;
.000056999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::write<apache::thrift::BinaryProtocolWriter>;
.000503000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::write<apache::thrift::BinaryProtocolWriter>;
.000522000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::serializedSize<false, const apache::thrift::BinaryProtocolWriter>;
.000083000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct1, void>::serializedSize<false, const apache::thrift::BinaryProtocolWriter>;
.000535999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::serializedSize<false, const apache::thrift::BinaryProtocolWriter>;
.000086000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::serializedSize<false, const apache::thrift::BinaryProtocolWriter>;
.000497000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::serializedSize<false, const apache::thrift::BinaryProtocolWriter>;
.000547002 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::read<apache::thrift::CompactProtocolReader>;
.000198999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::consume_elem<apache::thrift::CompactProtocolReader>;
.000321000 seconds | apache::thrift::deserialize_known_length_map<float, cpp2::Struct1, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000114999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000524000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::read<apache::thrift::CompactProtocolReader>;
.000546001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::consume_elem<apache::thrift::CompactProtocolReader>;
.000052999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::read<apache::thrift::CompactProtocolReader>;
.000321999 seconds | apache::thrift::deserialize_known_length_map<cpp2::Struct2, long long, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000370000 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000523001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::read<apache::thrift::CompactProtocolReader>;
.000137999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::consume_elem<apache::thrift::CompactProtocolReader>;
.000315000 seconds | apache::thrift::deserialize_known_length_map<int, std::__1::basic_string<char>, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000113999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.000550999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::write<apache::thrift::CompactProtocolWriter>;
.000509000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::write<apache::thrift::CompactProtocolWriter>;
.000051000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::write<apache::thrift::CompactProtocolWriter>;
.000475999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::write<apache::thrift::CompactProtocolWriter>;
.000537000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::floating_point, apache::thrift::type_class::structure>, std::__1::map<float, cpp2::Struct1, std::__1::less<float>, std::__1::allocator<std::__1::pair<const float, cpp2::Struct1> > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000081999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct1, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000518999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::structure, apache::thrift::type_class::integral>, std::__1::map<cpp2::Struct2, long long, std::__1::less<cpp2::Struct2>, std::__1::allocator<std::__1::pair<const cpp2::Struct2, long long> > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000084000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct2, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000484999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::string>, std::__1::map<int, std::__1::basic_string<char>, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, std::__1::basic_string<char> > > >, void>::serializedSize<false, const apache::thrift::CompactProtocolWriter>;
.000106999 seconds | std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >::clear;
.000090000 seconds | std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >::clear;
.000960000 seconds | std::__1::swap<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >;
.000828000 seconds | std::__1::swap<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >;
.000169000 seconds | std::__1::swap<cpp2::Struct4::__isset>;
.000670999 seconds | std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >::operator=;
.000303001 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::structure>, std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >, void>::read<apache::thrift::BinaryProtocolReader>;
.000179002 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::set<apache::thrift::type_class::structure>, std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >, void>::consume_elem<apache::thrift::BinaryProtocolReader>;
.001503999 seconds | std::__1::pair<std::__1::__tree_const_iterator<cpp2::Struct0, std::__1::__tree_node<cpp2::Struct0, void *> *, long>, bool>;
.000055999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::structure, cpp2::Struct0, void>::read<apache::thrift::BinaryProtocolReader>;
.013303999 seconds | std::__1::set<cpp2::Struct0, std::__1::less<cpp2::Struct0>, std::__1::allocator<cpp2::Struct0> >::insert;
.000699000 seconds | std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >::operator=;
.000545999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::integral>, std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, void>::read<apache::thrift::BinaryProtocolReader>;
.000099000 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::integral>, std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, void>::consume_elem<apache::thrift::BinaryProtocolReader>;
.011820000 seconds | std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >::operator[];
.001181005 seconds | apache::thrift::deserialize_known_length_map<int, int, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.001927999 seconds | std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > >;
.000140000 seconds | std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > >::vector;
.000052999 seconds | apache::thrift::detail::pm::protocol_methods<apache::thrift::type_class::map<apache::thrift::type_class::integral, apache::thrift::type_class::integral>, std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, void>::read(apache::thrift::BinaryProtocolReader &, std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > > &)::(anonymous class)::operator()<int>;
.000183999 seconds | apache::thrift::deserialize_known_length_map_impl<std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:489:28), (lambda at /Users/eelizondo/Documents/fbthrift/thrift/lib/cpp2/GeneratedSerializationCodeHelper.h:492:28)>;
.002301000 seconds | std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > >::vector;
.005646000 seconds | std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > >::reserve;
.001364999 seconds | std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > >::emplace_back<>;
.000572999 seconds | apache::thrift::move_ordered_map_vec<std::__1::map<int, int, std::__1::less<int>, std::__1::allocator<std::__1::pair<const int, int> > >, std::__1::vector<std::__1::pair<int, int>, std::__1::allocator<std::__1::pair<int, int> > > &>;
